model,,,,AttentionMIL,AttentionMIL,MeanAveragePooling,MeanAveragePooling,Transformer,Transformer
stats,,,,mean,std,mean,std,mean,std
low,none,vit,MSI,0.012872429847717285,0.018204910030595687,0.022800453662872314,0.020088467196178447,0.06179219102859497,0.04946132709888796
low,none,vit,PIK3CA,0.00017143011093139648,0.0008398325966612763,0.034028549194335934,0.015154601323913802,0.06762853384017944,0.015059862388241254
low,none,vit,SMAD4,0.008268184661865234,0.010989589605477927,0.018135352134704588,0.019279160503270096,0.06544718265533447,0.05431481608732553
low,none,vit,TP53,0.026621764183044433,0.023809514954917517,0.009814815998077393,0.01334646735598431,0.04166105318069458,0.028984793970759454
low,none,vit,lymph,0.03352230405807495,0.037618588568110824,0.08800007915496826,0.09505991427356016,0.06328564500808716,0.06664319514048356
low,none,vit,subtype,0.027830481052398683,0.03406900002412491,0.016574549198150636,0.014402818900885805,0.02651425552368164,0.023898170727026626
low,none,vitl,BRAF,0.03316488838195801,0.04851956654018973,0.04367020702362062,0.06373580357672391,0.14559839344024658,0.0981216196949594
low,none,vitl,CDH1,0.0,0.0,0.05208454132080078,0.017938084792443028,0.06807540655136109,0.03772374131480566
low,none,vitl,KRAS,0.06475075912475586,0.05880257061833884,0.029352824211120607,0.035806730805775046,0.06306157541275025,0.058456100288246375
low,none,vitl,MSI,0.05065843105316162,0.09466108221785557,0.0203086519241333,0.019921093211389976,0.10657408475875854,0.059610299272350564
low,none,vitl,PIK3CA,0.01598858404159546,0.025132206870588245,0.028617139339447022,0.022571808826403444,0.03524570035934448,0.03521121632168627
low,none,vitl,SMAD4,0.09336370062828066,0.05188935074271558,0.0107577486038208,0.014901343272436043,0.024166969776153565,0.02316777406962229
low,none,vitl,TP53,0.0015937156677246094,0.005727604331165394,0.061778897762298585,0.03767233704769599,0.07695848417282104,0.042804474929740995
low,none,vitl,lymph,0.029304389476776122,0.05522537628137903,0.1329642457962036,0.08071945907877821,0.11391879749298096,0.10780511273285617
low,none,vitl,subtype,0.029188430786132813,0.022737629395827436,0.008603728294372559,0.012271236564412993,0.020541108131408692,0.018644380548928596
low,none,vits,BRAF,0.040007989406585696,0.048478021442532146,0.04040691137313843,0.05033218302157142,0.09067289113998414,0.054216644780908624
low,none,vits,CDH1,0.03802625942230225,0.02823764221357426,0.015410612106323242,0.022595322421737753,0.030830381393432617,0.02725376710072396
low,none,vits,KRAS,0.05998498201370239,0.042023446807941775,0.0,0.0,0.0816817045211792,0.04817648944957007
low,none,vits,MSI,0.03802468204498291,0.035834502758802934,0.05638886117935181,0.039759879951295964,0.030051428318023682,0.04719273552584895
low,none,vits,PIK3CA,0.012610269546508788,0.024134700383430286,0.027296019554138184,0.023160363765258322,0.07695316171646119,0.060659572399588434
low,none,vits,SMAD4,0.057077815532684324,0.07399392482209327,0.05043646335601806,0.02945232002509262,0.00483238935470581,0.010551351114517849
low,none,vits,TP53,0.013456798076629639,0.027829217175996145,0.0767284278869629,0.0376440477512733,0.08413580703735352,0.0699137058580399
low,none,vits,lymph,0.05797815418243408,0.06372529885649784,0.09392231798171997,0.10045928864384931,0.07438477373123169,0.08700462295805947
low,none,vits,subtype,0.03351944351196289,0.019939728384938977,0.017024418354034423,0.011774801083316643,0.00040018224716186526,0.0012795442468990573
low,simple_rotate,bt,BRAF,0.19522872614860534,0.10298505413135028,0.015175533771514893,0.01728028392140033,0.011186159133911133,0.019186389731800705
low,simple_rotate,bt,CDH1,0.007173054695129395,0.013384661129994193,0.03572812604904175,0.016339725625433732,0.03035976219177246,0.032099582999208884
low,simple_rotate,bt,KRAS,0.0934752221107483,0.08678044758714418,0.0077957863807678225,0.011561676599210176,0.0342973108291626,0.030628186008662458
low,simple_rotate,bt,MSI,0.22315843343734743,0.12501943942116164,0.06544240951538086,0.05005122094808359,0.004074063301086426,0.01228327274790371
low,simple_rotate,bt,PIK3CA,0.05381713771820068,0.027480271728421213,0.0202457275390625,0.01728016065909143,0.004445716381072998,0.006731846544484087
low,simple_rotate,bt,SMAD4,0.18271978616714477,0.046687007969823516,0.00017710447311401368,0.0005519920427456079,0.012953824996948242,0.008921988942636901
low,simple_rotate,bt,TP53,0.01974298143386841,0.039838843466488326,0.08772840881347656,0.047483308755217654,0.025046018600463866,0.03499000861067904
low,simple_rotate,bt,lymph,0.23987642550468447,0.1877324517646802,0.2289160075187683,0.08794243725673419,0.01290549659729004,0.033883153174686625
low,simple_rotate,bt,subtype,0.05914596748352051,0.02323233474717916,0.027416412353515624,0.019896316537011505,0.002263991355895996,0.006067128903561525
low,simple_rotate,ctranspath,BRAF,0.03832446575164795,0.02083388160488713,0.0005585098266601562,0.002736128183295327,0.13307180643081665,0.07828878387962711
low,simple_rotate,ctranspath,CDH1,0.010967451095581055,0.019989326406376132,0.05859736776351929,0.02494153063952799,0.020676177501678467,0.021648399513047752
low,simple_rotate,ctranspath,KRAS,0.032331836938858036,0.04471072561554524,0.03717417192459106,0.030175491379706588,0.0352973051071167,0.03673430761649481
low,simple_rotate,ctranspath,MSI,0.022084364891052245,0.02436720719291805,0.014368305206298828,0.019509742466259045,0.0497078275680542,0.05032035310286132
low,simple_rotate,ctranspath,PIK3CA,0.011268577575683593,0.017848961460376872,0.020754287242889403,0.02359534171987154,0.08969714403152466,0.031665726662588246
low,simple_rotate,ctranspath,SMAD4,0.014269465446472169,0.01441558051161856,0.03362428569793701,0.025936283597700362,0.008070844650268555,0.011397402371852317
low,simple_rotate,ctranspath,TP53,0.01140291929244995,0.014693077648801319,0.07919196128845214,0.022211103095079485,0.02647027015686035,0.03804244573924725
low,simple_rotate,ctranspath,lymph,0.03271440792083742,0.0482013878414436,0.20957359600067138,0.11302911745851202,0.028625565052032474,0.04132805018066005
low,simple_rotate,ctranspath,subtype,0.020514388561248778,0.023119498102192406,0.008597739219665527,0.01077351235930778,0.038151093006134035,0.020507179731860888
low,simple_rotate,dino_p16,BRAF,0.018656930446624757,0.025841041545533596,0.011675521850585938,0.017771078112858676,0.06426863384246827,0.03324109589422664
low,simple_rotate,dino_p16,CDH1,0.00450028657913208,0.008075505911874666,0.024488847255706787,0.028881899918703106,0.05504281997680664,0.03585436955725787
low,simple_rotate,dino_p16,KRAS,0.016981978893280028,0.01872492849905737,0.028430922508239746,0.03160054872656747,0.021111090660095214,0.01605878272087768
low,simple_rotate,dino_p16,MSI,0.016286019325256362,0.016704884349104263,0.030843643188476575,0.022789336346942465,0.0071810641288757235,0.013156334284120151
low,simple_rotate,dino_p16,PIK3CA,0.005811431407928467,0.013003094334349555,0.05366854906082153,0.026075097361886013,0.025382843017578125,0.02131506348543056
low,simple_rotate,dino_p16,SMAD4,0.029553441524505616,0.028490882379663948,0.023354856491088868,0.026027550180226695,0.05036305618286133,0.05555513654564157
low,simple_rotate,dino_p16,TP53,0.004099879264831543,0.007420436795085334,0.042708215713500974,0.021559356371134167,0.015070710182189941,0.01055762518017892
low,simple_rotate,dino_p16,lymph,0.03657674884796144,0.05341557263469402,0.13646963930130004,0.0980678030860698,0.024671925067901626,0.03696217409681521
low,simple_rotate,dino_p16,subtype,0.024869225025177,0.021462461375379382,0.04943952322006226,0.01896133509207216,0.004590771198272705,0.009299975733949428
low,simple_rotate,mocov2,BRAF,0.08037234544754028,0.026839766594360347,0.0005851030349731445,0.0028664077652760496,0.19114363193511963,0.09524044712826381
low,simple_rotate,mocov2,CDH1,0.044454612731933595,0.03786107634949139,0.018526544570922853,0.03636949372606578,0.024123361110687257,0.02428052324873384
low,simple_rotate,mocov2,KRAS,0.05010960698127746,0.05044368486512028,0.006791293621063232,0.01424700548840499,0.08224174976348878,0.05000971441840063
low,simple_rotate,mocov2,MSI,0.15893003463745117,0.05353532117363574,0.017057604789733886,0.0222645274346279,0.02400205850601196,0.028083663239583695
low,simple_rotate,mocov2,PIK3CA,0.0022925705909729002,0.004618813523340274,0.02240682554244995,0.013288092640041958,0.03757828187942505,0.029595679192218404
low,simple_rotate,mocov2,SMAD4,0.012220118045806885,0.015283997005484716,0.001467428207397461,0.003133171995220656,0.06794435739517211,0.04267758167244106
low,simple_rotate,mocov2,TP53,0.0,0.0,0.12390573024749756,0.014699582427751358,0.06012904644012451,0.05714721901824292
low,simple_rotate,mocov2,lymph,0.03832442665100098,0.057417792350948,0.19918718242645264,0.1462285147978288,0.04264663362503052,0.058464366618719975
low,simple_rotate,mocov2,subtype,0.01523814868927002,0.018621546310471478,0.004933197021484375,0.00656690421473456,0.045340878486633304,0.023942097620699414
low,simple_rotate,owkin,BRAF,0.05723937082290649,0.0697573585145982,0.047598402976989744,0.0708546155163177,0.05331649112701416,0.04785948495888829
low,simple_rotate,owkin,CDH1,0.011056549549102783,0.013013024495025827,0.010285539627075195,0.015527779415626754,0.038355202674865724,0.025439891731545598
low,simple_rotate,owkin,KRAS,0.03352104187011719,0.031202269077669206,0.06422675013542177,0.04498272628031315,0.007057056427001953,0.015589787897785128
low,simple_rotate,owkin,MSI,0.030061713695526123,0.023961748175250187,0.005318931579589844,0.009034873640832336,0.03289094352722168,0.03537410812188994
low,simple_rotate,owkin,PIK3CA,0.06248112154006958,0.03456944850859958,0.0005668563842773438,0.0019283374339439338,0.0469668550491333,0.028397305203158897
low,simple_rotate,owkin,SMAD4,0.09547122216224671,0.08583036200294425,0.007741940975189209,0.013895836512553276,0.05201772546768189,0.04165897797156321
low,simple_rotate,owkin,TP53,0.021756463050842285,0.030546431949359448,0.1462514090538025,0.050580709376405845,0.04692479848861694,0.04713739202414811
low,simple_rotate,owkin,lymph,0.04045299100875853,0.05122235912990019,0.15719574499130248,0.12203510802558853,0.027460453987121564,0.035395635688892466
low,simple_rotate,owkin,subtype,0.023057160377502443,0.023052181330430445,0.02556508541107178,0.023160314082527497,0.018227336406707765,0.027490762696439342
low,simple_rotate,owkin_teacher,BRAF,0.082515944480896,0.08255505687524818,0.06496276998519898,0.07849178497496791,0.047675551414489745,0.05784682874532479
low,simple_rotate,owkin_teacher,CDH1,0.0368383469581604,0.028797056866873085,0.008797258377075194,0.013856854512393497,0.024388355255126955,0.02660454908585656
low,simple_rotate,owkin_teacher,KRAS,0.0480960807800293,0.03873359007548763,0.07910208320617676,0.0457531979720375,0.0019999942779541017,0.005429117033438997
low,simple_rotate,owkin_teacher,MSI,0.02266664218902588,0.017895395805684035,0.008623454093933105,0.012683166070940406,0.022100815296173096,0.022922306681203094
low,simple_rotate,owkin_teacher,PIK3CA,0.03130400848388672,0.02369630849834979,0.014132565975189209,0.01627858188942134,0.021732563495635987,0.03069380311066402
low,simple_rotate,owkin_teacher,SMAD4,0.04043770694732666,0.0463662401797037,0.03702213430404663,0.032350498270852665,0.05144339466094972,0.06567229055897111
low,simple_rotate,owkin_teacher,TP53,0.04086982250213623,0.038434076685719194,0.12047139644622802,0.033423307322748536,0.008546569347381593,0.016391214823750066
low,simple_rotate,owkin_teacher,lymph,0.030290509700775146,0.045156724202323556,0.1612039818763733,0.10875492767806459,0.03895304346084596,0.0538237876661802
low,simple_rotate,owkin_teacher,subtype,0.025409495830535887,0.016831847742058606,0.0034453749656677248,0.006948276691473412,0.025692200660705565,0.017469631685919952
low,simple_rotate,resnet50,BRAF,0.04398937249183655,0.05645708008234122,0.05908246064186097,0.05413090791217223,0.029760641098022463,0.04368221455234817
low,simple_rotate,resnet50,CDH1,0.07367216777801514,0.035398911672635966,0.0006853265762329101,0.002624598974849721,0.07721300554275513,0.043418502147843145
low,simple_rotate,resnet50,KRAS,0.1252597451210022,0.05766830130811896,0.0009354352951049805,0.0038594681405476417,0.07815012931823731,0.04060730233679575
low,simple_rotate,resnet50,MSI,0.04162962865829468,0.04923487273066686,0.033604924201965335,0.03477674051080102,0.05042591524124145,0.0471558302306068
low,simple_rotate,resnet50,PIK3CA,0.01812114667892456,0.02120252302666827,0.03943543386459351,0.027237309815066228,0.043663978099822996,0.05656356889490508
low,simple_rotate,resnet50,SMAD4,0.15101834058761596,0.08213905901132693,0.0011132192611694337,0.005453638323406391,0.185047425031662,0.06045949008030782
low,simple_rotate,resnet50,TP53,0.005246917724609375,0.009476936961231237,0.04503367376327515,0.03339185240420916,0.05291808080673218,0.045646864793947674
low,simple_rotate,resnet50,lymph,0.038013617515563966,0.06702792540854613,0.14452901315689087,0.10182739031423695,0.06399275493621827,0.06741479040555837
low,simple_rotate,resnet50,subtype,0.06322723150253295,0.017304530697940853,0.00033406734466552736,0.0011813896846590336,0.025288338661193847,0.014612122461677366
low,simple_rotate,retccl,BRAF,0.023835086822509767,0.020350011706200894,0.0044202089309692385,0.006942699869310689,0.061534571647644046,0.05168297407201893
low,simple_rotate,retccl,CDH1,0.009105656623840332,0.016132089236504568,0.02909424114227295,0.018016206298190427,0.04354312229156494,0.03684999752438114
low,simple_rotate,retccl,KRAS,0.023316810131072997,0.036770837669172496,0.029660663604736327,0.0380931876305458,0.10788887500762939,0.07529493592970321
low,simple_rotate,retccl,MSI,0.004434164047241211,0.012349817524731738,0.0556686954498291,0.04162968812281095,0.12002056407928467,0.056170043540535244
low,simple_rotate,retccl,PIK3CA,0.0021405706405639648,0.006642690312106495,0.036283434391021725,0.022755433446719205,0.06151201224327089,0.04077666952932798
low,simple_rotate,retccl,SMAD4,0.015486397743225098,0.0175349510505331,0.018269457817077638,0.015789641378946118,0.0630512261390686,0.07002981929837196
low,simple_rotate,retccl,TP53,0.017250282764434813,0.025190580066069463,0.12656566619873047,0.029881675982605722,0.01346238374710083,0.017896497945564974
low,simple_rotate,retccl,lymph,0.04823470640182495,0.06605996254370965,0.1837567858695984,0.12274564324909827,0.02832867431640625,0.04107242226914202
low,simple_rotate,retccl,subtype,0.045277841091156006,0.01805559595942004,0.0013957571983337401,0.0029848645112265067,0.07549182891845703,0.05064732618128464
low,simple_rotate,swav,BRAF,0.04190426683425903,0.03844245326926102,0.012515958309173583,0.01564025566844056,0.07401861763000488,0.06799263491360452
low,simple_rotate,swav,CDH1,0.0291262001991272,0.03757827319021284,0.03323814582824707,0.03499756590384001,0.019189033031463625,0.020797020659292575
low,simple_rotate,swav,KRAS,0.02488438653945923,0.027362149629111997,0.04248948860168457,0.04017296481541195,0.03794743585586548,0.04084179089238232
low,simple_rotate,swav,MSI,0.025936241149902343,0.02244111339215054,0.014773650169372559,0.01811234928780513,0.03180042028427124,0.04319937352113462
low,simple_rotate,swav,PIK3CA,0.018275426864624012,0.031452707594849305,0.04327541494369507,0.033018707515875045,0.0477611413002014,0.04074720809056351
low,simple_rotate,swav,SMAD4,0.018646413803100587,0.026087877624056274,0.030664164543151854,0.036750479716692964,0.08037952852249146,0.06273660887990415
low,simple_rotate,swav,TP53,0.02284511089324951,0.03143043820179139,0.082553288936615,0.0337423217738828,0.003512892723083496,0.005995477246571368
low,simple_rotate,swav,lymph,0.033919895172119144,0.05100294944812764,0.16180660772323607,0.12893827274049147,0.03710253286361694,0.04324900175356538
low,simple_rotate,swav,subtype,0.015434810161590576,0.015358666725878958,0.016464170455932618,0.014233562455136864,0.023956462383270264,0.032870884259992225
low,simple_rotate,swin,BRAF,0.006553205490112304,0.014550884976786619,0.040130290031433105,0.023534923424558648,0.1310212697982788,0.08308319547674524
low,simple_rotate,swin,CDH1,0.06045462131500244,0.046059418146918614,0.0290439510345459,0.029981642122767046,0.017393484115600585,0.02259029943126261
low,simple_rotate,swin,KRAS,0.12319066762924194,0.050825671407148686,0.019962468147277833,0.03604968068561279,0.04717716217041015,0.053577770391445866
low,simple_rotate,swin,MSI,0.03076131534576416,0.0298559070948912,0.06105966758728027,0.02981692475284548,0.010802473545074463,0.021002906756027416
low,simple_rotate,swin,PIK3CA,0.019117720603942873,0.017916743256441107,0.01911767292022705,0.018939597447150146,0.006403429985046387,0.010503643418984852
low,simple_rotate,swin,SMAD4,0.08556862306594851,0.05305772627674948,0.03281721305847168,0.04751163544282291,0.01839594078063965,0.024452793233127726
low,simple_rotate,swin,TP53,0.07011110639572143,0.03179422815061861,0.010094271659851075,0.022011953776301076,0.03161505317687988,0.03155044573060755
low,simple_rotate,swin,lymph,0.053111679553985595,0.06090179610562909,0.12935243368148805,0.10981174435394553,0.05563485145568848,0.07207897753943716
low,simple_rotate,swin,subtype,0.010824542999267578,0.015804858142444197,0.023395293712615967,0.01695714051785861,0.02611352777481079,0.026000288558538816
low,simple_rotate,uni,BRAF,0.011390950679779053,0.020792773915882665,0.05042019128799438,0.02712667605299118,0.02940955400466919,0.03355959505252848
low,simple_rotate,uni,CDH1,0.02422616386413574,0.024310897613160586,0.04153056049346924,0.022536220486132078,0.0215990891456604,0.03594120034617812
low,simple_rotate,uni,KRAS,0.031127645015716552,0.03455560205598328,0.007854343891143799,0.011967884983177877,0.09081233286857605,0.0549439925102182
low,simple_rotate,uni,MSI,0.028008223533630413,0.027709035963277028,0.014942396640777567,0.022000669769066818,0.04022529220581056,0.035957389190577414
low,simple_rotate,uni,PIK3CA,0.0021028532981872557,0.005456515493531789,0.031188584804534913,0.017495917488637,0.050274290084838864,0.03515454816223086
low,simple_rotate,uni,SMAD4,0.04797219228744507,0.044257023087124314,0.06233017635345459,0.055338756424112,0.033361162662506105,0.045386128358472305
low,simple_rotate,uni,TP53,0.00599888801574707,0.009604683751880807,0.06416390180587768,0.02961820954593241,0.011891129016876221,0.013706003372276178
low,simple_rotate,uni,lymph,0.007832608222961421,0.016303938370400353,0.17991350650787352,0.09712413822676215,0.034767541885375966,0.04284178139036626
low,simple_rotate,uni,subtype,0.020172051906585692,0.021294759704040184,0.03937697839736939,0.020690123832683805,0.010714690208435058,0.01644943676940473
low,simple_rotate,vit,BRAF,0.009249997138977051,0.015451356676190176,0.03564627170562744,0.028485948262120277,0.05419679880142212,0.060222964936743284
low,simple_rotate,vit,CDH1,0.019490569591522216,0.022936760818560206,0.015264421463012696,0.021841795775111916,0.008810990810394288,0.012381790691776995
low,simple_rotate,vit,KRAS,0.05142493653297426,0.06191498007440438,0.03205555486679077,0.04502838552726162,0.0763123254776001,0.0402458933400073
low,simple_rotate,vit,MSI,0.01508434534072876,0.0177461145904628,0.020331270694732666,0.027006638695624082,0.07706994533538819,0.03841259574028796
low,simple_rotate,vit,PIK3CA,0.014340574741363526,0.02241862609820454,0.03905486583709717,0.02648256404136639,0.02642629861831665,0.027415376123682753
low,simple_rotate,vit,SMAD4,0.01955220079421997,0.028083060211536243,0.029292875289916993,0.02221322814326095,0.04991272068023682,0.04115752257553189
low,simple_rotate,vit,TP53,0.01930752086639404,0.024071858692927592,0.02438608694076538,0.020757565698841237,0.016249170780181885,0.022445770700611184
low,simple_rotate,vit,lymph,0.02999790334701538,0.03776967981653998,0.10974951410293579,0.08885399040186329,0.041513806819915774,0.05040782807786393
low,simple_rotate,vit,subtype,0.023326869487762452,0.03670407122399684,0.010928078174591065,0.009805405065907605,0.02808206844329834,0.026992100281683796
low,simple_rotate,vitl,BRAF,0.04871544790267944,0.05600539856743513,0.03189361047744751,0.0483897613299829,0.15955319952964783,0.08939047639474844
low,simple_rotate,vitl,CDH1,0.0005254149436950684,0.0019909817389731637,0.05934895277023315,0.01824422417530252,0.06260424852371216,0.030981683855800326
low,simple_rotate,vitl,KRAS,0.05075675773620607,0.04317943321419305,0.04227328228950502,0.0364654987941631,0.01269372034072876,0.0210461009419612
low,simple_rotate,vitl,MSI,0.0021255183219909667,0.0059348129711439485,0.06256788253784179,0.03736085250791458,0.11827773332595826,0.05008769570000995
low,simple_rotate,vitl,PIK3CA,0.012344000816345214,0.025465895009897852,0.02831541109085083,0.02333245256363741,0.04394399929046631,0.041453055491558456
low,simple_rotate,vitl,SMAD4,0.06324350500106812,0.056758030768199484,0.01371789836883545,0.0275019262214936,0.03269321584701538,0.02575111588942846
low,simple_rotate,vitl,TP53,0.017708181858062746,0.033018825167371,0.05943095636367798,0.026578445841285547,0.04284849119186401,0.038333700336689466
low,simple_rotate,vitl,lymph,0.07684692287445069,0.07821231943510075,0.12643883371353148,0.08992955430128878,0.06566754722595215,0.09352985729114063
low,simple_rotate,vitl,subtype,0.0488546257019043,0.02970204501273114,0.012586737155914306,0.014938737023611955,0.019092846393585206,0.020695475155695083
low,simple_rotate,vits,BRAF,0.02928722095489502,0.032658531029193076,0.05515159559249878,0.04755880226865205,0.036867024421691895,0.041779574402073916
low,simple_rotate,vits,CDH1,0.013199338912963867,0.013213927621105093,0.017653915882110596,0.020798795258595147,0.021194753646850587,0.017937671454603718
low,simple_rotate,vits,KRAS,0.050870871543884276,0.039818936148440134,0.0011336326599121094,0.00384662541218434,0.10717717409133912,0.04365460891348877
low,simple_rotate,vits,MSI,0.04110493946075439,0.04379943027529567,0.010600820064544677,0.01744746084356708,0.029633787155151366,0.021344756129451258
low,simple_rotate,vits,PIK3CA,0.01090287733078003,0.020561010774078216,0.041988559246063234,0.019373981835252747,0.05118856000900269,0.04975495101532132
low,simple_rotate,vits,SMAD4,0.05016570997238161,0.07336737418901558,0.06382795286178589,0.03356787108340723,0.018919655799865723,0.027471308775268603
low,simple_rotate,vits,TP53,0.007446691989898681,0.01815690473409773,0.07332770586013794,0.03911234931657305,0.04470816612243653,0.039334836255022855
low,simple_rotate,vits,lymph,0.07623379278182983,0.08698772725651215,0.08208048391342163,0.07279455156012854,0.047218931198120116,0.05428488265690186
low,simple_rotate,vits,subtype,0.009058472633361816,0.013771008145092278,0.018466326713562013,0.014702102126923055,0.014051386833190918,0.015518221255831681
